run_id,structure_id,position_group,manual_group,is_extra_tail_group,x_m,y_m,position_received_packets,position_expected_packets_from_fcnt,position_missing_packets_from_fcnt,position_duplicate_fcnt_packets,position_fcnt_min,position_fcnt_max,position_packet_delivery_rate,position_packet_loss_rate,position_data_loss_rate
2026-06-29_R1340_01,R1340,10,10,False,124.72399999999999,-12.5,28,28,0,4,1306,1333,1.0,0.0,0.0
2026-06-29_R1340_01,R1340,11,11,False,138.35999999999999,-12.5,42,42,0,18,1322,1363,1.0,0.0,0.0
2026-06-29_R1340_01,R1340,12,12,False,161.99599999999998,-12.5,21,22,1,0,1352,1373,0.9545454545454546,0.045454545454545456,0.045454545454545456
2026-06-29_R1344_01,R1344,1,1,False,2.0,-8.100000000000001,26,26,0,6,820,845,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,2,2,False,15.636,-8.100000000000001,18,19,1,0,836,854,0.9473684210526315,0.05263157894736842,0.05263157894736842
2026-06-29_R1344_01,R1344,3,3,False,29.272,-8.100000000000001,28,28,0,8,845,872,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,4,4,False,42.908,-8.100000000000001,22,22,0,2,863,884,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,5,5,False,56.544,-8.100000000000001,22,22,0,2,875,896,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,6,6,False,70.17999999999999,-8.100000000000001,20,20,0,0,887,906,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,7,7,False,83.816,-8.100000000000001,38,38,0,18,897,934,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,8,8,False,97.452,-8.100000000000001,21,21,0,1,925,945,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,9,9,False,111.088,-8.100000000000001,21,21,0,1,936,956,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,10,10,False,124.72399999999999,-8.100000000000001,23,23,0,3,947,969,1.0,0.0,0.0
2026-06-29_R1344_01,R1344,11,11,False,138.35999999999999,-8.100000000000001,18,19,1,0,960,978,0.9473684210526315,0.05263157894736842,0.05263157894736842
2026-06-29_R1344_01,R1344,12,12,False,161.99599999999998,-8.100000000000001,22,22,0,2,969,990,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,1,1,False,2.0,-3.700000000000001,19,19,0,17,20,38,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,2,2,False,15.636,-3.700000000000001,19,19,0,17,38,56,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,3,3,False,29.272,-3.700000000000001,14,14,0,12,56,69,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,4,4,False,42.908,-3.700000000000001,17,17,0,15,69,85,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,5,5,False,56.544,-3.700000000000001,17,17,0,15,85,101,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,6,6,False,70.17999999999999,-3.700000000000001,16,16,0,14,101,116,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,7,7,False,83.816,-3.700000000000001,11,11,0,9,116,126,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,8,8,False,97.452,-3.700000000000001,18,18,0,16,126,143,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,9,9,False,111.088,-3.700000000000001,13,13,0,11,143,155,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,10,10,False,124.72399999999999,-3.700000000000001,16,16,0,14,155,170,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,11,11,False,138.35999999999999,-3.700000000000001,14,14,0,12,170,183,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,12,12,False,161.99599999999998,-3.700000000000001,18,18,0,16,183,200,1.0,0.0,0.0
2026-06-29_R1348_01,R1348,7,13,True,83.816,-3.700000000000001,41,41,0,39,201,241,1.0,0.0,0.0
2026-06-29_R1350_01,R1350,1,1,False,2.0,-1.5,13,13,0,11,241,253,1.0,0.0,0.0
2026-06-29_R1350_01,R1350,2,2,False,15.636,-1.5,13,13,0,11,253,265,1.0,0.0,0.0
