source_coefficients,scenario,rssi_threshold_dbm,snr_threshold_db,rssi_x_axis_radius_m,rssi_y_axis_radius_m,snr_x_axis_radius_m,snr_y_axis_radius_m,intersection_x_axis_radius_m,intersection_y_axis_radius_m,exact_intersection_area_m2,ellipse_x_radius_m,ellipse_y_radius_m,ellipse_area_m2,ellipse_aspect_x_over_y,footprint_grid_res_m
outputs\tests_gh_25_06\physical_2d_model_coefficients.csv,full_clean,-105.0,-3.0,132.95876476735083,186.47314119946785,452.48290248378083,179.1616274468722,132.95876476735083,179.1616274468722,83328.0,142.57440161266206,186.037085871713,83327.99999999999,0.7663762359241542,1.0
