run_id,structure_id,manual_group,window_start,window_end,observed_packets_in_window,observed_signal_packets_in_window,observed_packets_with_fcnt,leading_fcnt_gap_imputed_rows,internal_fcnt_gap_imputed_rows,fcnt_gap_imputed_rows,minimum_fill_rows_added,augmented_signal_packets_in_window,minimum_required_messages,imputed_rows_added,imputation_method
2026-06-30_R1481_01,R1481,1,2026-06-30 14:04:50+02:00,2026-06-30 14:05:15+02:00,9,9,9,0,0,0,0,9,5,0,none
2026-06-30_R1481_01,R1481,2,2026-06-30 14:05:15+02:00,2026-06-30 14:05:37+02:00,1,1,1,1,0,1,3,5,5,4,leading_fcnt_gap+minimum_json_window_5_assumed
2026-06-30_R1481_01,R1481,3,2026-06-30 14:05:37+02:00,2026-06-30 14:06:45+02:00,1,1,1,7,0,7,0,8,5,7,leading_fcnt_gap
2026-06-30_R1481_01,R1481,4,2026-06-30 14:06:45+02:00,2026-06-30 14:07:35+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1481_01,R1481,5,2026-06-30 14:07:35+02:00,2026-06-30 14:08:57+02:00,10,10,10,7,0,7,0,17,5,7,leading_fcnt_gap
2026-06-30_R1481_01,R1481,6,2026-06-30 14:08:57+02:00,2026-06-30 14:09:25+02:00,10,10,10,0,1,1,0,11,5,1,missing_fcnt_gap
2026-06-30_R1481_01,R1481,7,2026-06-30 14:09:25+02:00,2026-06-30 14:10:30+02:00,1,1,1,6,0,6,0,7,5,6,leading_fcnt_gap
2026-06-30_R1481_01,R1481,8,2026-06-30 14:10:30+02:00,2026-06-30 14:11:05+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1481_01,R1481,9,2026-06-30 14:11:05+02:00,2026-06-30 14:12:37+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1481_01,R1481,10,2026-06-30 14:12:37+02:00,2026-06-30 14:13:35+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1489_01,R1489,1,2026-06-30 14:00:35+02:00,2026-06-30 14:00:55+02:00,8,8,8,0,0,0,0,8,5,0,none
2026-06-30_R1489_01,R1489,2,2026-06-30 14:00:55+02:00,2026-06-30 14:01:25+02:00,7,7,7,0,0,0,0,7,5,0,none
2026-06-30_R1489_01,R1489,3,2026-06-30 14:01:25+02:00,2026-06-30 14:01:55+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1494_01,R1494,1,2026-06-30 13:55:30+02:00,2026-06-30 13:55:50+02:00,8,8,8,0,0,0,0,8,5,0,none
2026-06-30_R1494_01,R1494,2,2026-06-30 13:55:50+02:00,2026-06-30 13:56:20+02:00,1,1,1,2,0,2,2,5,5,4,leading_fcnt_gap+minimum_json_window_5_assumed
2026-06-30_R1494_01,R1494,3,2026-06-30 13:56:20+02:00,2026-06-30 13:56:50+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1497_01,R1497,1,2026-06-30 13:49:00+02:00,2026-06-30 13:50:10+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-06-30_R1497_01,R1497,2,2026-06-30 13:50:10+02:00,2026-06-30 13:50:50+02:00,5,5,5,1,0,1,0,6,5,1,leading_fcnt_gap
2026-06-30_R1497_01,R1497,3,2026-06-30 13:50:50+02:00,2026-06-30 13:52:07+02:00,9,9,9,2,0,2,0,11,5,2,leading_fcnt_gap
2026-06-30_R1499_01,R1499,7,2026-06-30 11:56:50+02:00,2026-06-30 11:58:05+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1499_01,R1499,11,2026-06-30 11:58:05+02:00,2026-06-30 12:01:05.000001+02:00,10,10,10,0,0,0,0,10,5,0,none
2026-06-30_R1499_02,R1499,1,2026-06-30 13:39:20+02:00,2026-06-30 13:40:15+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-06-30_R1499_02,R1499,2,2026-06-30 13:40:15+02:00,2026-06-30 13:40:50+02:00,2,2,2,1,0,1,2,5,5,3,leading_fcnt_gap+minimum_json_window_5_assumed
2026-06-30_R1499_02,R1499,3,2026-06-30 13:40:50+02:00,2026-06-30 13:41:30+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1499_02,R1499,4,2026-06-30 13:41:30+02:00,2026-06-30 13:42:05+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1499_02,R1499,5,2026-06-30 13:42:05+02:00,2026-06-30 13:42:30+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1499_02,R1499,6,2026-06-30 13:42:30+02:00,2026-06-30 13:43:03+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1499_02,R1499,7,2026-06-30 13:43:03+02:00,2026-06-30 13:45:07+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1501_01,R1501,1,2026-06-30 12:29:35+02:00,2026-06-30 12:31:07+02:00,6,6,6,0,1,1,0,7,5,1,missing_fcnt_gap
2026-06-30_R1501_01,R1501,7,2026-06-30 12:31:07+02:00,2026-06-30 12:31:12+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1503_01,R1503,1,2026-06-30 12:23:15+02:00,2026-06-30 12:26:20+02:00,9,9,9,0,0,0,0,9,5,0,none
2026-06-30_R1503_01,R1503,7,2026-06-30 12:26:20+02:00,2026-06-30 12:26:25+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-06-30_R1505_01,R1505,1,2026-06-30 12:18:20+02:00,2026-06-30 12:19:50+02:00,8,8,8,0,0,0,0,8,5,0,none
2026-06-30_R1505_01,R1505,11,2026-06-30 12:19:50+02:00,2026-06-30 12:19:55+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1090_02,R1090,1,2026-07-02 10:53:10+02:00,2026-07-02 10:53:40+02:00,12,12,12,0,0,0,0,12,5,0,none
2026-07-02_R1090_02,R1090,2,2026-07-02 10:53:40+02:00,2026-07-02 10:54:45+02:00,20,20,20,0,0,0,0,20,5,0,none
2026-07-02_R1090_02,R1090,3,2026-07-02 10:54:45+02:00,2026-07-02 10:55:15+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1090_02,R1090,4,2026-07-02 10:55:15+02:00,2026-07-02 10:55:58+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1090_02,R1090,5,2026-07-02 10:55:58+02:00,2026-07-02 10:56:37+02:00,4,4,4,0,4,4,0,8,5,4,missing_fcnt_gap
2026-07-02_R1090_02,R1090,6,2026-07-02 10:56:37+02:00,2026-07-02 10:57:15+02:00,4,4,4,0,1,1,0,5,5,1,missing_fcnt_gap
2026-07-02_R1090_02,R1090,7,2026-07-02 10:57:15+02:00,2026-07-02 10:57:50+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1090_02,R1090,8,2026-07-02 10:57:50+02:00,2026-07-02 10:58:35+02:00,1,1,1,4,0,4,0,5,5,4,leading_fcnt_gap
2026-07-02_R1090_02,R1090,9,2026-07-02 10:58:35+02:00,2026-07-02 10:59:33+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1090_02,R1090,10,2026-07-02 10:59:33+02:00,2026-07-02 11:00:20+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1090_02,R1090,11,2026-07-02 11:00:20+02:00,2026-07-02 11:00:53+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1100_01,R1100,1,2026-07-02 13:28:50+02:00,2026-07-02 13:29:40+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-07-02_R1100_01,R1100,2,2026-07-02 13:29:40+02:00,2026-07-02 13:30:25+02:00,8,8,8,0,1,1,0,9,5,1,missing_fcnt_gap
2026-07-02_R1100_01,R1100,3,2026-07-02 13:30:25+02:00,2026-07-02 13:31:07+02:00,8,8,8,1,1,2,0,10,5,2,leading_fcnt_gap+missing_fcnt_gap
2026-07-02_R1100_01,R1100,4,2026-07-02 13:31:07+02:00,2026-07-02 13:32:45+02:00,9,9,9,0,2,2,0,11,5,2,missing_fcnt_gap
2026-07-02_R1100_01,R1100,5,2026-07-02 13:32:45+02:00,2026-07-02 13:34:05+02:00,10,10,10,0,2,2,0,12,5,2,missing_fcnt_gap
2026-07-02_R1100_01,R1100,6,2026-07-02 13:34:05+02:00,2026-07-02 13:35:00+02:00,13,13,13,0,1,1,0,14,5,1,missing_fcnt_gap
2026-07-02_R1100_01,R1100,7,2026-07-02 13:35:00+02:00,2026-07-02 13:36:20+02:00,2,2,2,7,0,7,0,9,5,7,leading_fcnt_gap
2026-07-02_R1100_01,R1100,8,2026-07-02 13:36:20+02:00,2026-07-02 13:37:03+02:00,8,8,8,1,0,1,0,9,5,1,leading_fcnt_gap
2026-07-02_R1100_01,R1100,9,2026-07-02 13:37:03+02:00,2026-07-02 13:37:40+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1100_01,R1100,10,2026-07-02 13:37:40+02:00,2026-07-02 13:38:26+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1100_01,R1100,11,2026-07-02 13:38:26+02:00,2026-07-02 13:39:17+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1110_01,R1110,1,2026-07-02 11:10:45+02:00,2026-07-02 11:11:20+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1110_01,R1110,2,2026-07-02 11:11:20+02:00,2026-07-02 11:11:55+02:00,11,11,11,0,1,1,0,12,5,1,missing_fcnt_gap
2026-07-02_R1110_01,R1110,3,2026-07-02 11:11:55+02:00,2026-07-02 11:12:37+02:00,8,8,8,0,0,0,0,8,5,0,none
2026-07-02_R1110_01,R1110,4,2026-07-02 11:12:37+02:00,2026-07-02 11:13:15+02:00,11,11,11,1,0,1,0,12,5,1,leading_fcnt_gap
2026-07-02_R1110_01,R1110,5,2026-07-02 11:13:15+02:00,2026-07-02 11:13:45+02:00,6,6,6,0,1,1,0,7,5,1,missing_fcnt_gap
2026-07-02_R1110_01,R1110,6,2026-07-02 11:13:45+02:00,2026-07-02 11:14:20+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1110_01,R1110,7,2026-07-02 11:14:20+02:00,2026-07-02 11:16:15+02:00,3,3,3,0,12,12,0,15,5,12,missing_fcnt_gap
2026-07-02_R1110_01,R1110,8,2026-07-02 11:16:15+02:00,2026-07-02 11:16:50+02:00,2,2,2,3,0,3,0,5,5,3,leading_fcnt_gap
2026-07-02_R1110_01,R1110,9,2026-07-02 11:16:50+02:00,2026-07-02 11:17:33+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1110_01,R1110,10,2026-07-02 11:17:33+02:00,2026-07-02 11:18:03+02:00,1,1,1,2,0,2,2,5,5,4,leading_fcnt_gap+minimum_json_window_5_assumed
2026-07-02_R1110_01,R1110,11,2026-07-02 11:18:03+02:00,2026-07-02 11:18:40+02:00,1,1,1,2,0,2,2,5,5,4,leading_fcnt_gap+minimum_json_window_5_assumed
2026-07-02_R1140_01,R1140,7,2026-07-02 12:03:20+02:00,2026-07-02 12:04:45+02:00,36,36,36,0,0,0,0,36,5,0,none
2026-07-02_R1140_01,R1140,8,2026-07-02 12:04:45+02:00,2026-07-02 12:05:17+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1140_01,R1140,9,2026-07-02 12:05:17+02:00,2026-07-02 12:06:10+02:00,22,22,22,0,0,0,0,22,5,0,none
2026-07-02_R1140_01,R1140,10,2026-07-02 12:06:10+02:00,2026-07-02 12:06:40+02:00,6,6,6,0,0,0,0,6,5,0,none
2026-07-02_R1140_01,R1140,11,2026-07-02 12:06:40+02:00,2026-07-02 12:07:07+02:00,10,10,10,0,0,0,0,10,5,0,none
2026-07-02_R1150_01,R1150,1,2026-07-02 12:11:50+02:00,2026-07-02 12:12:20+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-07-02_R1150_01,R1150,2,2026-07-02 12:12:20+02:00,2026-07-02 12:12:50+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1150_01,R1150,3,2026-07-02 12:12:50+02:00,2026-07-02 12:13:35+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1150_01,R1150,4,2026-07-02 12:13:35+02:00,2026-07-02 12:14:15+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1150_01,R1150,5,2026-07-02 12:14:15+02:00,2026-07-02 12:14:55+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1150_01,R1150,6,2026-07-02 12:14:55+02:00,2026-07-02 12:15:25+02:00,11,11,11,0,0,0,0,11,5,0,none
2026-07-02_R1150_01,R1150,7,2026-07-02 12:15:25+02:00,2026-07-02 12:17:22+02:00,51,51,51,0,0,0,0,51,5,0,none
2026-07-02_R1150_01,R1150,8,2026-07-02 12:17:22+02:00,2026-07-02 12:17:59+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1150_01,R1150,9,2026-07-02 12:17:59+02:00,2026-07-02 12:18:35+02:00,12,12,12,0,0,0,0,12,5,0,none
2026-07-02_R1150_01,R1150,10,2026-07-02 12:18:35+02:00,2026-07-02 12:19:02+02:00,8,8,8,0,0,0,0,8,5,0,none
2026-07-02_R1150_01,R1150,11,2026-07-02 12:19:02+02:00,2026-07-02 12:19:35+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1159_01,R1159,1,2026-07-02 13:53:35+02:00,2026-07-02 13:54:20+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1159_01,R1159,2,2026-07-02 13:54:20+02:00,2026-07-02 13:54:58+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1159_01,R1159,3,2026-07-02 13:54:58+02:00,2026-07-02 13:55:38+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1159_01,R1159,4,2026-07-02 13:55:38+02:00,2026-07-02 13:56:25+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1159_01,R1159,5,2026-07-02 13:56:25+02:00,2026-07-02 13:57:10+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1159_01,R1159,6,2026-07-02 13:57:10+02:00,2026-07-02 13:57:50+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1159_01,R1159,7,2026-07-02 13:57:50+02:00,2026-07-02 14:00:21+02:00,79,79,79,0,0,0,0,79,5,0,none
2026-07-02_R1159_01,R1159,8,2026-07-02 14:00:21+02:00,2026-07-02 14:01:10+02:00,10,10,10,0,1,1,0,11,5,1,missing_fcnt_gap
2026-07-02_R1159_01,R1159,9,2026-07-02 14:01:10+02:00,2026-07-02 14:01:50+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-07-02_R1159_01,R1159,10,2026-07-02 14:01:50+02:00,2026-07-02 14:02:30+02:00,8,8,8,1,1,2,0,10,5,2,leading_fcnt_gap+missing_fcnt_gap
2026-07-02_R1159_01,R1159,11,2026-07-02 14:02:30+02:00,2026-07-02 14:03:20+02:00,16,16,16,0,1,1,0,17,5,1,missing_fcnt_gap
2026-07-02_R1170_01,R1170,1,2026-07-02 12:24:30+02:00,2026-07-02 12:25:03+02:00,10,10,10,0,0,0,0,10,5,0,none
2026-07-02_R1170_01,R1170,2,2026-07-02 12:25:03+02:00,2026-07-02 12:25:35+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-07-02_R1170_01,R1170,3,2026-07-02 12:25:35+02:00,2026-07-02 12:26:10+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-07-02_R1170_01,R1170,4,2026-07-02 12:26:10+02:00,2026-07-02 12:26:40+02:00,11,11,11,0,0,0,0,11,5,0,none
2026-07-02_R1170_01,R1170,5,2026-07-02 12:26:40+02:00,2026-07-02 12:27:12+02:00,11,11,11,0,0,0,0,11,5,0,none
2026-07-02_R1170_01,R1170,6,2026-07-02 12:27:12+02:00,2026-07-02 12:28:00+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1170_01,R1170,7,2026-07-02 12:28:00+02:00,2026-07-02 12:30:10+02:00,63,63,63,0,0,0,0,63,5,0,none
2026-07-02_R1170_01,R1170,8,2026-07-02 12:30:10+02:00,2026-07-02 12:30:55+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1170_01,R1170,9,2026-07-02 12:30:55+02:00,2026-07-02 12:31:25+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-07-02_R1170_01,R1170,10,2026-07-02 12:31:25+02:00,2026-07-02 12:32:03+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1170_01,R1170,11,2026-07-02 12:32:03+02:00,2026-07-02 12:32:37+02:00,5,5,5,0,1,1,0,6,5,1,missing_fcnt_gap
2026-07-02_R1360_02,R1360,1,2026-07-02 15:23:48+02:00,2026-07-02 15:24:23+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1360_02,R1360,2,2026-07-02 15:24:23+02:00,2026-07-02 15:25:04+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-07-02_R1360_02,R1360,3,2026-07-02 15:25:04+02:00,2026-07-02 15:25:51+02:00,18,18,18,0,0,0,0,18,5,0,none
2026-07-02_R1360_02,R1360,4,2026-07-02 15:25:51+02:00,2026-07-02 15:26:23+02:00,9,9,9,0,0,0,0,9,5,0,none
2026-07-02_R1360_02,R1360,5,2026-07-02 15:26:23+02:00,2026-07-02 15:27:03+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1360_02,R1360,6,2026-07-02 15:27:03+02:00,2026-07-02 15:27:48+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-07-02_R1360_02,R1360,7,2026-07-02 15:27:48+02:00,2026-07-02 15:29:58+02:00,54,54,54,0,0,0,0,54,5,0,none
2026-07-02_R1360_02,R1360,8,2026-07-02 15:29:58+02:00,2026-07-02 15:30:33+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1360_02,R1360,9,2026-07-02 15:30:33+02:00,2026-07-02 15:31:09+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1360_02,R1360,10,2026-07-02 15:31:09+02:00,2026-07-02 15:31:48+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1360_02,R1360,11,2026-07-02 15:31:48+02:00,2026-07-02 15:32:25+02:00,1,1,1,1,0,1,3,5,5,4,leading_fcnt_gap+minimum_json_window_5_assumed
2026-07-02_R1411_01,R1411,1,2026-07-02 15:06:30+02:00,2026-07-02 15:07:25+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1411_01,R1411,2,2026-07-02 15:07:25+02:00,2026-07-02 15:07:54+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1411_01,R1411,3,2026-07-02 15:07:54+02:00,2026-07-02 15:08:25+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-07-02_R1411_01,R1411,4,2026-07-02 15:08:25+02:00,2026-07-02 15:08:53+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1411_01,R1411,5,2026-07-02 15:08:53+02:00,2026-07-02 15:09:27+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1411_01,R1411,6,2026-07-02 15:09:27+02:00,2026-07-02 15:09:50+02:00,8,8,8,0,0,0,0,8,5,0,none
2026-07-02_R1411_01,R1411,7,2026-07-02 15:09:50+02:00,2026-07-02 15:12:33+02:00,69,69,69,0,0,0,0,69,5,0,none
2026-07-02_R1411_01,R1411,8,2026-07-02 15:12:33+02:00,2026-07-02 15:12:55+02:00,3,3,3,0,0,0,2,5,5,2,minimum_json_window_5_assumed
2026-07-02_R1411_01,R1411,9,2026-07-02 15:12:55+02:00,2026-07-02 15:13:25+02:00,3,3,3,1,1,2,0,5,5,2,leading_fcnt_gap+missing_fcnt_gap
2026-07-02_R1411_01,R1411,10,2026-07-02 15:13:25+02:00,2026-07-02 15:14:00+02:00,12,12,12,0,1,1,0,13,5,1,missing_fcnt_gap
2026-07-02_R1411_01,R1411,11,2026-07-02 15:14:00+02:00,2026-07-02 15:14:35+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1420_01,R1420,1,2026-07-02 14:12:30+02:00,2026-07-02 14:13:10+02:00,13,13,13,0,0,0,0,13,5,0,none
2026-07-02_R1420_01,R1420,2,2026-07-02 14:13:10+02:00,2026-07-02 14:13:50+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1420_01,R1420,3,2026-07-02 14:13:50+02:00,2026-07-02 14:14:27+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1420_01,R1420,4,2026-07-02 14:14:27+02:00,2026-07-02 14:15:04+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-07-02_R1420_01,R1420,5,2026-07-02 14:15:04+02:00,2026-07-02 14:18:30+02:00,11,11,11,0,3,3,0,14,5,3,missing_fcnt_gap
2026-07-02_R1420_01,R1420,6,2026-07-02 14:18:30+02:00,2026-07-02 14:19:10+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1420_01,R1420,7,2026-07-02 14:19:10+02:00,2026-07-02 14:21:50+02:00,7,7,7,0,15,15,0,22,5,15,missing_fcnt_gap
2026-07-02_R1420_01,R1420,8,2026-07-02 14:21:50+02:00,2026-07-02 14:22:25+02:00,9,9,9,1,0,1,0,10,5,1,leading_fcnt_gap
2026-07-02_R1420_01,R1420,9,2026-07-02 14:22:25+02:00,2026-07-02 14:23:00+02:00,2,2,2,3,0,3,0,5,5,3,leading_fcnt_gap
2026-07-02_R1420_01,R1420,10,2026-07-02 14:23:00+02:00,2026-07-02 14:23:45+02:00,2,2,2,0,3,3,0,5,5,3,missing_fcnt_gap
2026-07-02_R1420_01,R1420,11,2026-07-02 14:23:45+02:00,2026-07-02 14:25:31+02:00,1,1,1,10,0,10,0,11,5,10,leading_fcnt_gap
2026-07-02_R1433_01,R1433,1,2026-07-02 14:28:35+02:00,2026-07-02 14:29:20+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1433_01,R1433,2,2026-07-02 14:29:20+02:00,2026-07-02 14:30:05+02:00,17,17,17,0,0,0,0,17,5,0,none
2026-07-02_R1433_01,R1433,3,2026-07-02 14:30:05+02:00,2026-07-02 14:30:43+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1433_01,R1433,4,2026-07-02 14:30:43+02:00,2026-07-02 14:31:27+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1433_01,R1433,5,2026-07-02 14:31:27+02:00,2026-07-02 14:32:03+02:00,14,14,14,0,0,0,0,14,5,0,none
2026-07-02_R1433_01,R1433,6,2026-07-02 14:32:03+02:00,2026-07-02 14:32:43+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1433_01,R1433,7,2026-07-02 14:32:43+02:00,2026-07-02 14:34:45+02:00,4,4,4,1,10,11,0,15,5,11,leading_fcnt_gap+missing_fcnt_gap
2026-07-02_R1433_01,R1433,8,2026-07-02 14:34:45+02:00,2026-07-02 14:35:23+02:00,11,11,11,0,1,1,0,12,5,1,missing_fcnt_gap
2026-07-02_R1433_01,R1433,9,2026-07-02 14:35:23+02:00,2026-07-02 14:36:00+02:00,2,2,2,4,0,4,0,6,5,4,leading_fcnt_gap
2026-07-02_R1433_01,R1433,10,2026-07-02 14:36:00+02:00,2026-07-02 14:36:37+02:00,2,2,2,0,0,0,3,5,5,3,minimum_json_window_5_assumed
2026-07-02_R1433_01,R1433,11,2026-07-02 14:36:37+02:00,2026-07-02 14:37:30+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1441_01,R1441,1,2026-07-02 14:42:45+02:00,2026-07-02 14:43:20+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1441_01,R1441,2,2026-07-02 14:43:20+02:00,2026-07-02 14:44:00+02:00,15,15,15,0,0,0,0,15,5,0,none
2026-07-02_R1441_01,R1441,3,2026-07-02 14:44:00+02:00,2026-07-02 14:44:35+02:00,5,5,5,0,2,2,0,7,5,2,missing_fcnt_gap
2026-07-02_R1441_01,R1441,4,2026-07-02 14:44:35+02:00,2026-07-02 14:45:10+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1441_01,R1441,5,2026-07-02 14:45:10+02:00,2026-07-02 14:45:45+02:00,3,3,3,3,0,3,0,6,5,3,leading_fcnt_gap
2026-07-02_R1441_01,R1441,6,2026-07-02 14:45:45+02:00,2026-07-02 14:46:25+02:00,12,12,12,0,0,0,0,12,5,0,none
2026-07-02_R1441_01,R1441,7,2026-07-02 14:46:25+02:00,2026-07-02 14:46:55+02:00,1,1,1,0,0,0,4,5,5,4,minimum_json_window_5_assumed
2026-07-02_R1441_01,R1441,8,2026-07-02 14:46:55+02:00,2026-07-02 14:47:40+02:00,2,2,2,0,0,0,3,5,5,3,minimum_json_window_5_assumed
2026-07-02_R1441_01,R1441,9,2026-07-02 14:47:40+02:00,2026-07-02 14:48:20+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1441_01,R1441,10,2026-07-02 14:48:20+02:00,2026-07-02 14:48:50+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1441_01,R1441,11,2026-07-02 14:48:50+02:00,2026-07-02 14:49:20+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1451_02,R1451,1,2026-07-02 10:31:15+02:00,2026-07-02 10:32:03+02:00,12,12,12,0,0,0,0,12,5,0,none
2026-07-02_R1451_02,R1451,2,2026-07-02 10:32:03+02:00,2026-07-02 10:32:45+02:00,18,18,18,0,0,0,0,18,5,0,none
2026-07-02_R1451_02,R1451,3,2026-07-02 10:32:45+02:00,2026-07-02 10:33:20+02:00,16,16,16,0,0,0,0,16,5,0,none
2026-07-02_R1451_02,R1451,4,2026-07-02 10:33:20+02:00,2026-07-02 10:34:45+02:00,22,22,22,0,2,2,0,24,5,2,missing_fcnt_gap
2026-07-02_R1451_02,R1451,5,2026-07-02 10:34:45+02:00,2026-07-02 10:35:15+02:00,12,12,12,0,0,0,0,12,5,0,none
2026-07-02_R1451_02,R1451,6,2026-07-02 10:35:15+02:00,2026-07-02 10:35:55+02:00,1,1,1,3,0,3,1,5,5,4,leading_fcnt_gap+minimum_json_window_5_assumed
2026-07-02_R1451_02,R1451,7,2026-07-02 10:35:55+02:00,2026-07-02 10:37:35+02:00,2,2,2,10,0,10,0,12,5,10,leading_fcnt_gap
2026-07-02_R1451_02,R1451,8,2026-07-02 10:37:35+02:00,2026-07-02 10:38:25+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1451_02,R1451,9,2026-07-02 10:38:25+02:00,2026-07-02 10:38:59+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
2026-07-02_R1451_02,R1451,10,2026-07-02 10:38:59+02:00,2026-07-02 10:39:47+02:00,0,0,0,0,0,0,5,5,5,5,empty_json_window_5_assumed
