source_csv,scenario,metric,n,p,rmse,mae,r2,adj_r2,f_stat,f_p_value,grid_prediction_min,grid_prediction_max,threshold,threshold_crosses_grid
clean_data.csv,full_clean,rssi,2762,3,5.393895606128315,4.189073430739651,0.853973441084585,0.8538675863843925,8067.4116457032105,0.0,-112.56873954992108,-13.83600787252205,-105.0,True
clean_data.csv,full_clean,snr,2762,3,5.209917440714689,4.304881108657392,0.4997193990540396,0.49935674548321973,1377.9525124331408,0.0,-10.165503254057079,30.313033240586783,-3.0,True
clean_data.csv,filtered_clean,rssi,1832,3,5.513655318995823,4.292673519269075,0.8394879998460907,0.8393124809831558,4782.893335844783,0.0,-106.98249093567144,-17.61482312493081,-105.0,True
clean_data.csv,filtered_clean,snr,1832,3,3.4029647423741376,2.7130805506895723,0.34216305919894896,0.34144371864039125,475.66212571828083,4.6681692170211695e-167,1.959684655692013,21.748675710414577,-3.0,False
